Date & Time,Power,nominalDemand,minimumDemand,maximumDemand,preferenceSatisfaction,bestLoadResponse
2014-01-01 00:00:00,1.196238055,1.196238055,1.0667133059246705,4.013158779634312,7.5131147920407315,1.4169899624897917
2014-01-01 01:00:00,1.518719167,1.518719167,0.17574294638308816,3.298365085489571,-7838.401703276767,3.2681980990468653
2014-01-01 02:00:00,0.8049599995,0.8049599995,0.17776925750446793,4.150725440301297,12.573803251073358,0.304144861315304
2014-01-01 03:00:00,1.3460250005,1.3460250005,0.507776755543149,3.9418270516554914,-6.877334107527159,3.9415612530252715
2014-01-01 04:00:00,1.05855389,1.05855389,1.038828387046178,3.9153290446574083,-272279.20780636906,1.3915413136314942
2014-01-01 05:00:00,1.40528639,1.40528639,0.37967968791967205,6.035588860563813,3.3698670684141177,1.0807258148576997
2014-01-01 06:00:00,1.0739211105000002,1.0739211105000002,0.5593675212400064,8.361382896105736,-12.970809876753547,
2014-01-01 07:00:00,2.2973138880000006,2.2973138880000006,1.8851103193066432,3.5330029458781116,7.992027696312136,2.74791011146324
2014-01-01 08:00:00,3.857181389000001,3.857181389000001,2.9934169640201542,7.269106523621259,1.9540807002150442,5.587829931223582
2014-01-01 09:00:00,2.049487222,2.049487222,0.7698863290599368,5.580368068434758,-0.447995140994275,
2014-01-01 10:00:00,3.05218639,3.05218639,3.01320000319485,10.06459791908955,-794.7945635698953,10.054459236018467
2014-01-01 11:00:00,1.611542499,1.611542499,0.2662986077740914,9.302180649673792,5.201131256799978,0.9417433166599961
2014-01-01 12:00:00,6.035728611,6.035728611,1.124770230230645,8.896447373601427,14.473573956927835,4.881891141480432
2014-01-01 13:00:00,7.0171408345,7.0171408345,2.5752858604025843,9.889418873087866,13.151948063831805,6.786658743820407
2014-01-01 14:00:00,3.4208486115000003,3.4208486115000003,2.9893765954857177,6.236806991739747,-2.8083400432643097,6.232884524609059
2014-01-01 15:00:00,9.6737536115,9.6737536115,0.3632905354384607,10.312304605360197,14.100772257776873,1.9478262675284619
2014-01-01 16:00:00,7.7969552775,7.7969552775,1.9512228481251683,8.13678566479664,2.099275574227087,8.124313658750003
2014-01-01 17:00:00,9.345553335000002,9.345553335000002,5.118376613024429,10.484285431572552,9.764535251772267,8.166284793457793
2014-01-01 18:00:00,3.3018108325,3.3018108325,0.4137848734949269,9.186306864969096,10.370075594440166,1.8738029167144368
2014-01-01 19:00:00,1.899286945,1.899286945,1.69630863169926,6.855724247017329,-6.630720678540898,
2014-01-01 20:00:00,1.8945302785,1.8945302785,1.6832720169646598,9.152518470993146,-37.98681529500956,9.152158033725607
2014-01-01 21:00:00,1.706452223,1.706452223,1.5123765601622101,8.211388526726708,8.686448010569086,1.6182999566511918
2014-01-01 22:00:00,1.0814455555000002,1.0814455555000002,0.16566829215595477,7.018189724309426,3.8297244102329326,3.118214472612148
2014-01-01 23:00:00,1.1261933320000002,1.1261933320000002,0.5981019464897237,2.048050263547208,-1169832.2836349627,1.0832989796761494
2014-01-02 00:00:00,1.0189211125,1.0189211125,0.29026183286613216,1.4449070548856304,-542277.820263519,1.1656914224489623
2014-01-02 01:00:00,1.2641566680000005,1.2641566680000005,0.6615258674153796,10.20703928765863,9.364151472126622,1.185576752971123
2014-01-02 02:00:00,0.989684724,0.989684724,0.47946133871286134,9.740956487838409,-12013501.79650182,3.049812043563635
2014-01-02 03:00:00,1.147080835,1.147080835,0.6224104046418931,9.297255522256958,-2.7735878892815644,9.294554931639523
2014-01-02 04:00:00,1.0696997215,1.0696997215,0.11565566566366166,6.938284667815521,5.402696782780937,1.9579504705868314
2014-01-02 05:00:00,1.1379319465,1.1379319465,0.5263815194001408,5.709758440175426,6.882599178617925,1.8367335491953771
2014-01-02 06:00:00,1.5663411115,1.5663411115,1.2321784113881546,7.125857147316712,-13.353054858457773,
2014-01-02 07:00:00,1.8115083335,1.8115083335,0.36969450052922537,6.87263533145942,5.979454327089526,3.78266427537357
2014-01-02 08:00:00,2.000983891,2.000983891,1.381531280521979,2.997951332468962,-0.00022703320356916575,
2014-01-02 09:00:00,1.478166666,1.478166666,0.19128202539020409,2.1718958699352315,0.5182908417694669,1.508327324869995
2014-01-02 10:00:00,1.4351805550000003,1.4351805550000003,1.1026335658368875,4.804082740102124,13.340318921040081,1.4225095216071892
2014-01-02 11:00:00,1.5868855529999997,1.5868855529999997,0.9705781800055432,1.6403871078444014,-43.82616826507839,1.6403690365508234
2014-01-02 12:00:00,0.952713887,0.952713887,0.4313624988932218,9.501837540604809,4.377741548259669,2.0649220719202925
2014-01-02 13:00:00,0.666254721,0.666254721,0.4496627337030576,6.993870707981687,-0.6563614451796935,
2014-01-02 14:00:00,0.6192399995000001,0.6192399995000001,0.6179959108079794,1.921365361549498,-1.0550835777755807,
2014-01-02 15:00:00,0.5869522220000001,0.5869522220000001,0.1698639480700751,10.188097988250616,7.477969886715262,0.2613732390630888
2014-01-02 16:00:00,1.8400586100000005,1.8400586100000005,0.15916694069941772,2.0363803538624032,11.821669035311398,1.3696058870563588
2014-01-02 17:00:00,2.4875794455,2.4875794455,1.6095994356296308,3.444322862098279,-2.497950836658871e-05,
2014-01-02 18:00:00,4.902693334,4.902693334,2.960584715266462,7.47905918815345,-52.99706053252412,7.477860337808846
2014-01-02 19:00:00,4.052803610500001,4.052803610500001,0.22061162921315633,6.426113408718447,14.160491446779556,1.6745483371257306
2014-01-02 20:00:00,1.2832369445,1.2832369445,1.157862930560247,3.6515214327444605,-17.519335845699224,
2014-01-02 21:00:00,1.619901667,1.619901667,0.7312953888628004,3.2786980130789694,5.332868502465487,2.1762265756007717
2014-01-02 22:00:00,1.850415835,1.850415835,1.408691662201565,8.702027132457907,12.35157030349052,1.9543483024453439
2014-01-02 23:00:00,1.8411163875,1.8411163875,0.43050970426998475,6.882958422543204,12.803107297621585,1.0120428018250345
2014-01-03 00:00:00,1.5595263894999998,1.5595263894999998,1.3995879204435704,7.6247124341834525,-0.4384370809531369,
2014-01-03 01:00:00,1.5179730549999997,1.5179730549999997,0.9799992050115182,4.109192248437909,10.905450444757554,1.7313192057369906
